
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
00:26:99:F2:7A:EF, 2023-07-28 11:10:12, 2023-07-28 11:10:12, 44,  -1, OPN, ,   ,  -1,        0,        1,   0.  0.  0.  0,   0, , 
02:67:F1:B0:6C:98, 2023-07-28 11:16:05, 2023-07-28 11:26:56, 11, 130, OPN, ,   , -68,        1,        0,   0.  0.  0.  0,   7, MT_FREE, 
76:C5:A0:70:08:96, 2023-07-28 11:16:36, 2023-07-28 11:16:38,  6, 130, WPA3 WPA2, CCMP, SAE PSK, -52,        1,        0,   0.  0.  0.  0,  11, , 
EA:7B:9B:D8:56:34, 2023-07-28 11:17:50, 2023-07-28 11:55:11,  1, 180, WPA2, CCMP, PSK, -68,        1,        0,   0.  0.  0.  0,   8, POCO C40, 
2E:FE:13:D0:96:51, 2023-07-28 11:29:35, 2023-07-28 11:30:33, 11, 180, WPA2, CCMP, PSK, -61,        2,        0,   0.  0.  0.  0,  16, Redmi Note 8 Pro, 
22:C9:7F:A9:BA:9C, 2023-07-28 11:29:49, 2023-07-28 11:30:30, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
3A:70:96:C6:30:2C, 2023-07-28 11:30:10, 2023-07-28 11:51:50,  6, 130, WPA2, CCMP, PSK, -48,      145,        5,   0.  0.  0.  0,  25, iPhone (Искандер), 
02:CF:8B:87:B4:F9, 2023-07-28 11:30:11, 2023-07-28 11:30:11, 11, 130, OPN, ,   , -70,        1,        0,   0.  0.  0.  0,   7, MT_FREE, 
36:46:53:81:12:A0, 2023-07-28 11:34:22, 2023-07-28 11:55:10, 11, 180, WPA2, CCMP, PSK, -57,       82,        3,   0.  0.  0.  0,  18, GGWPRedmi Note 10S, 
92:12:38:E5:7E:1E, 2023-07-28 11:36:35, 2023-07-28 11:51:03,  6,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
E8:28:C1:DC:0B:B0, 2023-07-28 11:41:18, 2023-07-28 11:55:10, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
82:CD:7D:04:17:3B, 2023-07-28 11:43:49, 2023-07-28 11:43:51, 11,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
E8:28:C1:DC:03:32, 2023-07-28 11:47:13, 2023-07-28 11:47:13, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
E8:28:C1:DC:54:B2, 2023-07-28 11:47:18, 2023-07-28 11:47:19, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:53:7A:99:98:56, 2023-07-28 11:48:14, 2023-07-28 11:48:14, 11, 130, OPN, ,   , -68,        0,        0,   0.  0.  0.  0,   7, MT_FREE, 
00:03:7F:10:17:56, 2023-07-28 11:50:23, 2023-07-28 11:50:23, 10,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
00:0D:97:6B:93:DF, 2023-07-28 11:51:25, 2023-07-28 11:51:25, -1,  -1, , ,   , -64,        0,        0,   0.  0.  0.  0,   0, , 
9C:A5:13:28:D5:89, 2023-07-28 11:51:48, 2023-07-28 11:52:31, 11,  65, WPA2, CCMP, PSK, -71,        3,        0,   0.  0.  0.  0,  14, Galaxy M012063, 
E8:28:C1:DE:47:D0, 2023-07-28 11:55:11, 2023-07-28 11:55:11,  1, 130, OPN, ,   , -70,        1,        0,   0.  0.  0.  0,  12, MIREA_GUESTS, 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
CA:66:3B:8F:56:DD, 2023-07-28 09:13:03, 2023-07-28 10:59:44, -33,      858, BE:F1:71:D5:17:8B,C322U13 3965
96:35:2D:3D:85:E6, 2023-07-28 09:13:03, 2023-07-28 09:13:03, -65,        4, (not associated) ,IT2 Wireless
5C:3A:45:9E:1A:7B, 2023-07-28 09:13:03, 2023-07-28 11:51:54, -39,      432, BE:F1:71:D6:10:D7,C322U21 0566
C0:E4:34:D8:E7:E5, 2023-07-28 09:13:03, 2023-07-28 11:53:16, -61,      958, BE:F1:71:D5:17:8B,C322U13 3965
5E:8E:A6:5E:34:81, 2023-07-28 09:13:04, 2023-07-28 09:13:04, -53,        1, (not associated) ,
10:51:07:CB:33:E7, 2023-07-28 09:13:05, 2023-07-28 11:56:06, -43,      344, (not associated) ,
68:54:5A:40:35:9E, 2023-07-28 09:13:06, 2023-07-28 11:50:50, -31,      163, 1E:93:E3:1B:3C:F4,C322U06 5179,Galaxy A71
74:4C:A1:70:CE:F7, 2023-07-28 09:13:06, 2023-07-28 09:20:01, -71,        3, E8:28:C1:DC:FF:F2,
8A:A3:5A:33:76:57, 2023-07-28 09:13:06, 2023-07-28 10:20:27, -74,      115, 00:25:00:FF:94:73,
CA:54:C4:8B:B5:3A, 2023-07-28 09:13:06, 2023-07-28 11:55:04, -65,      437, 00:26:99:F2:7A:E2,GIVC
BC:F1:71:D4:DB:04, 2023-07-28 09:13:07, 2023-07-28 10:57:52, -45,      265, (not associated) ,
4A:C9:28:46:EE:3F, 2023-07-28 09:13:08, 2023-07-28 11:36:29, -65,       77, 0C:80:63:A9:6E:EE,KOTIKI_XXX
A6:EC:3C:AB:BA:10, 2023-07-28 09:13:08, 2023-07-28 09:13:09, -49,        7, (not associated) ,
4C:44:5B:14:76:E3, 2023-07-28 09:13:09, 2023-07-28 09:47:44,  -1,       71, E8:28:C1:DD:04:52,
9E:01:46:3E:EF:4E, 2023-07-28 09:13:09, 2023-07-28 09:13:09, -67,        1, (not associated) ,
A0:E7:0B:AE:D5:44, 2023-07-28 09:13:09, 2023-07-28 11:34:42, -37,      125, 0A:C5:E1:DB:17:7B,AndroidAP177B
00:95:69:E7:7F:35, 2023-07-28 09:13:11, 2023-07-28 11:56:07, -69,     2245, (not associated) ,nvripcsuite
00:95:69:E7:7C:ED, 2023-07-28 09:13:11, 2023-07-28 11:56:13, -55,     4096, (not associated) ,nvripcsuite
14:13:33:59:9F:AB, 2023-07-28 09:13:12, 2023-07-28 10:26:21, -57,      849, (not associated) ,
10:51:07:FE:77:BB, 2023-07-28 09:13:13, 2023-07-28 10:25:59, -57,      179, (not associated) ,
C6:DF:29:D4:31:A3, 2023-07-28 09:13:13, 2023-07-28 09:13:13, -75,        2, (not associated) ,
10:51:07:CB:33:BF, 2023-07-28 09:13:13, 2023-07-28 11:56:17, -43,      332, (not associated) ,
BC:F1:71:D5:17:8B, 2023-07-28 09:13:13, 2023-07-28 11:50:47, -29,      667, (not associated) ,
48:68:4A:93:DF:B4, 2023-07-28 09:13:13, 2023-07-28 11:50:22, -48,      122, 1E:93:E3:1B:3C:F4,Galaxy A71
56:AB:6C:C5:C0:B4, 2023-07-28 09:13:13, 2023-07-28 09:13:14, -53,        6, (not associated) ,
28:7F:CF:23:25:53, 2023-07-28 09:13:14, 2023-07-28 11:51:50, -37,      156, 9A:75:A8:B9:04:1E,KC
F6:82:1F:63:61:FE, 2023-07-28 09:13:14, 2023-07-28 09:13:14, -51,        1, (not associated) ,Gardenpasanauri
B6:0D:AB:41:5A:8A, 2023-07-28 09:13:14, 2023-07-28 09:13:14, -51,        1, (not associated) ,
8E:D9:81:CB:CC:90, 2023-07-28 09:13:15, 2023-07-28 09:13:15, -57,        2, (not associated) ,
9A:38:1B:56:15:A1, 2023-07-28 09:13:15, 2023-07-28 09:13:15, -55,        2, (not associated) ,
00:95:69:E7:7D:21, 2023-07-28 09:13:15, 2023-07-28 11:56:17, -33,     8171, (not associated) ,nvripcsuite
3E:80:71:81:98:53, 2023-07-28 09:13:15, 2023-07-28 09:13:16, -41,        6, (not associated) ,
5A:BC:F2:73:1C:B2, 2023-07-28 09:13:16, 2023-07-28 09:13:16, -67,        3, (not associated) ,podval
BC:F1:71:D5:0E:53, 2023-07-28 09:13:17, 2023-07-28 11:50:10, -35,      675, (not associated) ,
8C:55:4A:DE:F2:38, 2023-07-28 09:13:17, 2023-07-28 11:56:16, -65,      117, 8A:A3:03:73:52:08,MIREA_HOTSPOT,Galaxy A30s5208
8A:DF:5C:2F:65:5E, 2023-07-28 09:13:18, 2023-07-28 09:13:18, -43,        1, (not associated) ,
06:86:08:25:A2:37, 2023-07-28 09:13:18, 2023-07-28 09:13:18, -43,        1, (not associated) ,
BC:F1:71:D6:10:D7, 2023-07-28 09:13:19, 2023-07-28 11:50:42, -31,      606, (not associated) ,
88:D8:2E:4F:9B:1A, 2023-07-28 09:13:19, 2023-07-28 11:51:24, -29,      240, 4A:EC:1E:DB:BF:95,POCO X5 Pro 5G
BA:8F:F5:A9:F8:04, 2023-07-28 09:13:20, 2023-07-28 09:13:20, -53,        4, (not associated) ,
34:7D:F6:95:25:E5, 2023-07-28 09:13:20, 2023-07-28 10:20:19, -43,       76, BE:F1:71:D5:0E:53,C322U06 5179,C322U06 9080
BC:F1:71:D4:CC:7C, 2023-07-28 09:13:21, 2023-07-28 11:49:21, -29,      539, (not associated) ,
5A:AB:CF:56:95:9D, 2023-07-28 09:13:22, 2023-07-28 09:13:22, -53,        2, (not associated) ,
BC:F1:71:D5:13:08, 2023-07-28 09:13:22, 2023-07-28 10:26:38, -43,      165, (not associated) ,
BC:F1:71:D5:B3:5D, 2023-07-28 09:13:22, 2023-07-28 11:50:54, -61,      617, (not associated) ,
BC:F1:71:D5:3F:C7, 2023-07-28 09:13:24, 2023-07-28 11:55:58, -55,      463, (not associated) ,
10:51:07:FF:23:B4, 2023-07-28 09:13:25, 2023-07-28 11:39:25, -69,       22, (not associated) ,
C6:A5:A2:B6:E6:35, 2023-07-28 09:13:26, 2023-07-28 09:13:26, -51,        1, (not associated) ,Gardenpasanauri
36:B3:12:C2:AD:CA, 2023-07-28 09:13:26, 2023-07-28 09:13:26, -51,        1, (not associated) ,
E6:3D:9C:2B:61:EA, 2023-07-28 09:13:26, 2023-07-28 09:13:26, -51,        1, (not associated) ,Gardenpasanauri
16:8C:9B:54:CD:66, 2023-07-28 09:13:26, 2023-07-28 09:13:26, -51,        1, (not associated) ,
02:49:68:41:C5:52, 2023-07-28 09:13:26, 2023-07-28 09:13:26, -59,        2, (not associated) ,
9E:A3:A9:DB:7E:01, 2023-07-28 09:13:27, 2023-07-28 11:16:19, -71,       14, 08:3A:2F:56:35:FE,
10:51:07:FE:77:C0, 2023-07-28 09:13:27, 2023-07-28 11:55:53, -55,      291, (not associated) ,
3A:30:AE:AE:D3:00, 2023-07-28 09:13:27, 2023-07-28 09:13:27, -43,        1, (not associated) ,
1E:99:5D:A3:41:C7, 2023-07-28 09:13:28, 2023-07-28 09:13:28, -53,        2, (not associated) ,
34:E1:2D:3C:C8:2D, 2023-07-28 09:13:29, 2023-07-28 11:51:50, -59,      580, 6E:C7:EC:16:DA:1A,Cnet
BC:F1:71:D5:19:2A, 2023-07-28 09:13:29, 2023-07-28 11:55:29, -45,      400, (not associated) ,
8E:C3:88:02:31:75, 2023-07-28 09:13:31, 2023-07-28 09:13:31, -69,        1, (not associated) ,GIVC
BC:F1:71:D5:11:DC, 2023-07-28 09:13:31, 2023-07-28 10:25:47, -53,      220, (not associated) ,
BC:F1:71:D5:48:00, 2023-07-28 09:13:33, 2023-07-28 11:50:58, -37,      635, (not associated) ,
FE:76:02:7A:59:28, 2023-07-28 09:13:33, 2023-07-28 09:13:33, -59,        1, (not associated) ,
B8:27:EB:59:FA:0E, 2023-07-28 09:13:36, 2023-07-28 11:44:04,  -1,      405, 6E:C7:EC:16:DA:1A,Cnet
92:4F:B6:1F:49:76, 2023-07-28 09:13:36, 2023-07-28 09:13:36, -43,        2, (not associated) ,
B6:DF:F9:CF:A9:6D, 2023-07-28 09:13:37, 2023-07-28 09:13:37, -49,        1, (not associated) ,
BC:F1:71:D5:0E:71, 2023-07-28 09:13:38, 2023-07-28 11:56:02, -45,      367, (not associated) ,
42:2E:83:C6:95:D7, 2023-07-28 09:13:38, 2023-07-28 09:13:38, -53,        2, (not associated) ,
42:34:DF:F4:47:C1, 2023-07-28 09:13:38, 2023-07-28 09:13:38, -43,        1, (not associated) ,
A6:C3:B8:5C:F2:7F, 2023-07-28 09:13:38, 2023-07-28 09:13:38, -53,        1, (not associated) ,
50:3E:AA:33:F5:5B, 2023-07-28 09:13:38, 2023-07-28 11:55:38, -63,      433, (not associated) ,
42:5F:BE:06:FA:F0, 2023-07-28 09:13:39, 2023-07-28 09:13:39, -53,        2, (not associated) ,
92:E6:AF:80:86:FE, 2023-07-28 09:13:39, 2023-07-28 09:13:39, -59,        1, (not associated) ,
5C:10:C5:EE:AB:7F, 2023-07-28 09:13:39, 2023-07-28 10:27:41, -65,      161, (not associated) ,
F6:3F:C8:8C:4A:30, 2023-07-28 09:13:40, 2023-07-28 09:13:40, -57,        2, (not associated) ,
BC:F1:71:D5:47:B5, 2023-07-28 09:13:41, 2023-07-28 11:55:53, -59,      296, (not associated) ,
10:51:07:FE:77:B6, 2023-07-28 09:13:41, 2023-07-28 11:55:47, -55,      444, (not associated) ,
50:3E:AA:34:2F:10, 2023-07-28 09:13:42, 2023-07-28 11:55:42, -65,      414, (not associated) ,
BC:F1:71:D5:12:7C, 2023-07-28 09:13:42, 2023-07-28 11:55:30, -47,      398, (not associated) ,
BC:F1:71:D5:13:53, 2023-07-28 09:13:43, 2023-07-28 10:25:07, -57,      155, (not associated) ,
92:70:BB:65:0F:F3, 2023-07-28 09:13:43, 2023-07-28 09:13:43, -49,        2, (not associated) ,Gardenpasanauri
1A:7B:4B:46:76:B3, 2023-07-28 09:13:43, 2023-07-28 09:13:43, -49,        1, (not associated) ,
8C:55:4A:85:5B:01, 2023-07-28 09:13:43, 2023-07-28 11:55:34, -57,      339, (not associated) ,
2E:EC:0A:6E:0B:CE, 2023-07-28 09:13:44, 2023-07-28 09:13:44, -49,        1, (not associated) ,
26:70:0C:16:BF:34, 2023-07-28 09:13:44, 2023-07-28 09:13:44, -47,        1, (not associated) ,Gardenpasanauri
F6:6E:9A:79:40:63, 2023-07-28 09:13:44, 2023-07-28 09:13:44, -49,        1, (not associated) ,
3E:3F:67:D8:DF:69, 2023-07-28 09:13:45, 2023-07-28 09:13:45, -63,        1, (not associated) ,Gardenpasanauri
E6:8E:CD:57:41:F5, 2023-07-28 09:13:45, 2023-07-28 09:13:45, -63,        2, (not associated) ,
9A:F1:9B:14:5C:63, 2023-07-28 09:13:45, 2023-07-28 09:13:45, -55,        1, (not associated) ,Gardenpasanauri
9C:A3:A9:D6:28:3C, 2023-07-28 09:13:45, 2023-07-28 11:52:30, -82,       79, 08:3A:2F:56:35:FE,
10:51:07:FF:1E:CD, 2023-07-28 09:13:45, 2023-07-28 11:55:50, -55,      353, (not associated) ,
E2:85:E1:FB:50:DC, 2023-07-28 09:13:46, 2023-07-28 09:13:46, -51,        1, (not associated) ,
02:D4:47:FC:C9:1E, 2023-07-28 09:13:48, 2023-07-28 09:13:48, -51,        1, (not associated) ,
0A:2F:2E:36:0D:62, 2023-07-28 09:13:48, 2023-07-28 09:13:48, -59,        1, (not associated) ,
EA:8B:6C:64:92:AC, 2023-07-28 09:13:50, 2023-07-28 09:13:50, -35,        1, (not associated) ,
3E:2A:E2:A3:00:31, 2023-07-28 09:13:50, 2023-07-28 09:13:50, -47,        1, (not associated) ,
0E:AD:54:09:04:37, 2023-07-28 09:13:51, 2023-07-28 09:43:22, -71,       16, 00:26:99:F2:7A:E2,GIVC
AC:B5:7D:B4:92:05, 2023-07-28 09:13:51, 2023-07-28 11:33:50, -73,      281, 2A:E8:A2:02:01:73,Redmi Note 9S
02:20:68:06:70:41, 2023-07-28 09:13:51, 2023-07-28 09:13:51, -65,        1, (not associated) ,
FA:89:6E:C0:EC:38, 2023-07-28 09:13:51, 2023-07-28 09:13:51, -61,        1, (not associated) ,
5E:D9:2B:BB:43:2B, 2023-07-28 09:13:53, 2023-07-28 09:13:53, -59,        1, (not associated) ,
BC:F1:71:D5:13:85, 2023-07-28 09:13:53, 2023-07-28 11:55:26, -45,      386, (not associated) ,
BA:90:02:73:97:D4, 2023-07-28 09:13:53, 2023-07-28 09:13:53, -82,        2, (not associated) ,
CE:AF:2A:DA:25:BF, 2023-07-28 09:13:54, 2023-07-28 09:13:54, -67,        1, (not associated) ,
AE:55:84:A9:6C:55, 2023-07-28 09:13:55, 2023-07-28 09:13:55, -59,        7, (not associated) ,
FE:B7:DD:ED:94:91, 2023-07-28 09:13:55, 2023-07-28 11:51:47, -73,      452, E8:28:C1:DC:B2:52,
BC:F1:71:D5:E0:35, 2023-07-28 09:13:55, 2023-07-28 11:55:41, -59,      368, (not associated) ,
A6:3E:3E:88:57:43, 2023-07-28 09:13:57, 2023-07-28 09:13:57, -65,        8, (not associated) ,IT2 Wireless
06:BF:5D:AD:C0:7C, 2023-07-28 09:13:57, 2023-07-28 09:13:57, -57,        1, (not associated) ,
16:C1:4E:B6:62:E8, 2023-07-28 09:13:57, 2023-07-28 09:13:57, -69,        1, (not associated) ,
2E:1F:B7:08:3D:64, 2023-07-28 09:13:58, 2023-07-28 09:13:58, -41,        1, (not associated) ,
22:E7:3A:F6:C7:0B, 2023-07-28 09:13:58, 2023-07-28 09:13:59, -43,        6, (not associated) ,
C2:2B:DB:6D:51:59, 2023-07-28 09:13:59, 2023-07-28 09:13:59, -57,        2, (not associated) ,
22:66:6D:87:5E:75, 2023-07-28 09:13:59, 2023-07-28 09:13:59, -67,        1, (not associated) ,
1E:18:19:DD:22:A1, 2023-07-28 09:14:00, 2023-07-28 09:14:00, -61,        2, (not associated) ,IT2 Wireless
8C:55:4A:DF:0D:A4, 2023-07-28 09:14:00, 2023-07-28 11:25:45, -69,        5, (not associated) ,
10:51:07:CB:33:C9, 2023-07-28 09:14:00, 2023-07-28 11:03:38, -57,      192, (not associated) ,
3C:13:5A:B5:DA:C0, 2023-07-28 09:14:01, 2023-07-28 10:30:11, -51,       87, (not associated) ,
BC:F1:71:D5:3F:77, 2023-07-28 09:14:02, 2023-07-28 11:56:04, -68,      321, (not associated) ,
EE:B8:22:86:5D:15, 2023-07-28 09:14:02, 2023-07-28 09:14:02, -47,        1, (not associated) ,
5A:AB:CF:85:4D:04, 2023-07-28 09:14:03, 2023-07-28 09:14:03, -49,        2, (not associated) ,
AC:D1:B8:FE:25:87, 2023-07-28 09:14:04, 2023-07-28 10:25:05, -67,       72, (not associated) ,
BA:D3:26:71:7B:7A, 2023-07-28 09:14:04, 2023-07-28 09:14:05, -35,       11, (not associated) ,
A6:17:30:61:E4:9D, 2023-07-28 09:14:04, 2023-07-28 09:14:04, -61,        2, (not associated) ,
FA:F7:8B:FF:E6:70, 2023-07-28 09:14:06, 2023-07-28 09:14:06, -49,        1, (not associated) ,Gardenpasanauri
66:A5:B0:A6:EC:34, 2023-07-28 09:14:06, 2023-07-28 09:14:06, -49,        1, (not associated) ,
62:DB:D6:B5:52:39, 2023-07-28 09:14:06, 2023-07-28 09:14:06, -43,        1, (not associated) ,
70:66:55:D0:B6:C7, 2023-07-28 09:14:09, 2023-07-28 11:56:21, -83,      184, E8:28:C1:DC:C6:B2,MIREA_HOTSPOT
BC:F1:71:D5:E0:26, 2023-07-28 09:14:10, 2023-07-28 11:54:10, -55,      140, (not associated) ,
BA:E8:D6:82:4E:70, 2023-07-28 09:14:13, 2023-07-28 09:14:13, -57,        2, (not associated) ,
E2:0C:76:C9:BA:66, 2023-07-28 09:14:13, 2023-07-28 09:14:13, -61,        1, (not associated) ,
72:EA:1F:DC:E6:DC, 2023-07-28 09:14:13, 2023-07-28 09:14:13, -47,        1, (not associated) ,
3C:13:5A:2D:6A:B1, 2023-07-28 09:14:13, 2023-07-28 10:24:17, -51,       37, (not associated) ,
26:3C:9A:3E:3D:4D, 2023-07-28 09:14:13, 2023-07-28 09:14:13, -78,        2, (not associated) ,
7A:4B:E5:CB:EA:3E, 2023-07-28 09:14:14, 2023-07-28 09:14:14, -81,        1, (not associated) ,
3A:7E:0C:C6:AA:E1, 2023-07-28 09:14:14, 2023-07-28 09:14:14, -61,        1, (not associated) ,
0A:1F:F3:09:4B:6A, 2023-07-28 09:14:15, 2023-07-28 09:14:15, -73,        2, (not associated) ,
02:9D:BA:85:12:4D, 2023-07-28 09:14:15, 2023-07-28 09:14:15, -61,        1, (not associated) ,
BC:F1:71:D4:DA:C3, 2023-07-28 09:14:15, 2023-07-28 11:56:00, -41,      404, (not associated) ,
BC:F1:71:D5:14:66, 2023-07-28 09:14:16, 2023-07-28 11:55:39, -47,      426, (not associated) ,
6A:2F:73:9F:5E:B7, 2023-07-28 09:14:16, 2023-07-28 09:14:16, -69,        1, (not associated) ,
C6:18:4E:CC:BD:77, 2023-07-28 09:14:18, 2023-07-28 09:14:18, -45,        1, (not associated) ,
82:4B:57:3A:49:6C, 2023-07-28 09:14:19, 2023-07-28 09:14:19, -45,        1, (not associated) ,
F6:3F:08:42:A1:7B, 2023-07-28 09:14:19, 2023-07-28 09:14:19, -47,        1, (not associated) ,
8E:B4:A8:58:69:C5, 2023-07-28 09:14:19, 2023-07-28 09:14:19, -43,        1, (not associated) ,
EE:09:AA:12:04:0F, 2023-07-28 09:14:19, 2023-07-28 09:14:19, -41,        2, (not associated) ,
26:A9:CF:23:FA:C5, 2023-07-28 09:14:19, 2023-07-28 09:14:19, -41,        1, (not associated) ,
BA:A5:9D:30:7E:D3, 2023-07-28 09:14:20, 2023-07-28 09:14:20, -59,        7, (not associated) ,
7E:7F:16:F0:BF:BE, 2023-07-28 09:14:21, 2023-07-28 09:14:21, -59,        2, (not associated) ,
FE:13:B8:C4:23:CB, 2023-07-28 09:14:21, 2023-07-28 09:14:21, -41,        1, (not associated) ,
42:3B:9A:0E:A1:64, 2023-07-28 09:14:21, 2023-07-28 09:14:21, -65,        1, (not associated) ,
8A:19:3E:9D:0F:CD, 2023-07-28 09:14:22, 2023-07-28 09:14:22, -61,        1, (not associated) ,
10:51:07:FF:A4:A6, 2023-07-28 09:14:23, 2023-07-28 11:54:23, -47,       88, (not associated) ,
12:AD:10:08:B0:FE, 2023-07-28 09:14:24, 2023-07-28 09:14:24, -55,        2, (not associated) ,
B6:D7:A2:5E:AF:AD, 2023-07-28 09:14:24, 2023-07-28 09:14:25, -35,        6, (not associated) ,
22:1B:F7:33:00:06, 2023-07-28 09:14:24, 2023-07-28 09:14:24, -27,        3, (not associated) ,
7A:A4:60:79:B1:09, 2023-07-28 09:14:26, 2023-07-28 09:14:26, -65,        1, (not associated) ,
96:5D:C8:71:7D:05, 2023-07-28 09:14:26, 2023-07-28 09:14:26, -41,        1, (not associated) ,
1A:58:E2:23:1B:55, 2023-07-28 09:14:27, 2023-07-28 09:14:27, -55,        1, (not associated) ,
2E:F3:63:38:22:AC, 2023-07-28 09:14:29, 2023-07-28 09:14:29, -41,        1, (not associated) ,
6A:3F:9E:40:70:00, 2023-07-28 09:14:29, 2023-07-28 09:14:30, -57,        5, (not associated) ,
BC:F1:71:D4:DA:C8, 2023-07-28 09:14:32, 2023-07-28 11:55:33, -59,      234, (not associated) ,
92:6A:4E:BE:42:56, 2023-07-28 09:14:33, 2023-07-28 09:14:33, -81,        2, (not associated) ,
5E:5A:71:FD:86:12, 2023-07-28 09:14:34, 2023-07-28 09:14:34, -55,        1, (not associated) ,
72:A8:6D:CB:63:82, 2023-07-28 09:14:34, 2023-07-28 09:14:34, -53,        1, (not associated) ,
BC:F1:71:D5:47:B0, 2023-07-28 09:14:34, 2023-07-28 11:56:12, -61,      271, (not associated) ,
0A:E9:00:BE:E0:91, 2023-07-28 09:14:36, 2023-07-28 09:14:36, -69,        2, (not associated) ,
F6:4D:98:98:18:C3, 2023-07-28 09:14:37, 2023-07-28 11:55:29, -61,     1062, 00:26:99:F2:7A:E2,GIVC
9E:A3:A9:D6:28:3C, 2023-07-28 09:14:37, 2023-07-28 11:55:53, -61,       65, 08:3A:2F:56:35:FE,
8E:D4:09:03:3E:7D, 2023-07-28 09:14:38, 2023-07-28 09:14:38, -57,        1, (not associated) ,
36:3E:4A:DE:C3:4A, 2023-07-28 09:14:39, 2023-07-28 09:14:39, -57,        1, (not associated) ,
12:D0:AE:EC:C3:51, 2023-07-28 09:14:41, 2023-07-28 09:14:41, -69,        1, (not associated) ,
02:BD:BB:20:7C:15, 2023-07-28 09:14:42, 2023-07-28 09:14:42, -55,        4, (not associated) ,
04:10:6B:9E:83:05, 2023-07-28 09:14:42, 2023-07-28 10:25:50, -57,      264, (not associated) ,-D-13-,Kesha,M26
02:32:91:80:3F:0B, 2023-07-28 09:14:43, 2023-07-28 09:14:43, -59,        1, (not associated) ,
FA:63:3E:E2:C6:22, 2023-07-28 09:14:44, 2023-07-28 09:14:44, -63,        1, (not associated) ,
32:26:95:73:58:61, 2023-07-28 09:14:45, 2023-07-28 09:14:45, -61,        4, (not associated) ,
D6:B3:7A:22:A3:23, 2023-07-28 09:14:47, 2023-07-28 09:14:47, -69,        1, (not associated) ,
F2:3D:58:4F:8E:33, 2023-07-28 09:14:47, 2023-07-28 09:14:47, -59,        2, (not associated) ,
BA:93:A3:1F:9F:16, 2023-07-28 09:14:48, 2023-07-28 09:14:48, -43,        2, (not associated) ,
D2:45:17:5D:55:44, 2023-07-28 09:14:49, 2023-07-28 09:14:49, -55,       11, (not associated) ,
C2:58:3E:0C:41:A7, 2023-07-28 09:14:50, 2023-07-28 09:14:50, -73,        1, (not associated) ,
3E:36:6D:55:B6:D9, 2023-07-28 09:14:51, 2023-07-28 09:14:51, -55,        1, (not associated) ,
A2:B2:7E:9E:A0:92, 2023-07-28 09:14:51, 2023-07-28 09:14:51, -45,        1, (not associated) ,
FE:E5:6A:AD:E7:95, 2023-07-28 09:14:53, 2023-07-28 09:14:53, -81,        1, (not associated) ,
FE:8F:3E:42:76:E1, 2023-07-28 09:14:53, 2023-07-28 09:14:53, -59,        1, (not associated) ,
36:B0:32:A4:92:A9, 2023-07-28 09:14:53, 2023-07-28 09:14:53, -67,        1, (not associated) ,
16:3E:BD:B6:88:82, 2023-07-28 09:14:54, 2023-07-28 09:14:54, -53,        1, (not associated) ,
1C:BF:C0:2D:7D:C9, 2023-07-28 09:14:54, 2023-07-28 10:16:54, -67,        6, (not associated) ,
CE:75:1E:A4:83:79, 2023-07-28 09:14:55, 2023-07-28 09:14:55, -59,        4, (not associated) ,
BC:F1:71:D5:47:C4, 2023-07-28 09:14:55, 2023-07-28 11:56:22, -45,      352, (not associated) ,
3E:57:C0:DF:EB:55, 2023-07-28 09:14:56, 2023-07-28 09:14:56, -43,        1, (not associated) ,
CE:93:E8:9C:C9:71, 2023-07-28 09:14:57, 2023-07-28 09:14:57, -69,        1, (not associated) ,
62:B2:89:44:B1:86, 2023-07-28 09:14:59, 2023-07-28 09:14:59, -53,        1, (not associated) ,
0E:B0:68:1B:3A:0F, 2023-07-28 09:15:00, 2023-07-28 09:15:00, -55,        2, (not associated) ,
BC:F1:71:D5:3F:E5, 2023-07-28 09:15:00, 2023-07-28 10:24:00, -41,      201, (not associated) ,
DA:A1:19:B1:AE:65, 2023-07-28 09:15:01, 2023-07-28 09:15:01, -63,        1, (not associated) ,
6A:5C:2D:DD:AD:1C, 2023-07-28 09:15:02, 2023-07-28 09:15:03, -37,        2, (not associated) ,
92:3A:C4:73:53:08, 2023-07-28 09:15:05, 2023-07-28 09:15:05, -49,        2, (not associated) ,
F2:C5:70:C2:47:8A, 2023-07-28 09:15:07, 2023-07-28 09:15:07, -55,        1, (not associated) ,
36:1F:CB:5D:61:66, 2023-07-28 09:15:07, 2023-07-28 09:15:07, -55,        1, (not associated) ,
FE:2D:64:B9:AB:B2, 2023-07-28 09:15:07, 2023-07-28 09:15:07, -61,        1, (not associated) ,
